,forest,hdi,inflation,infant_mortality,gdp,gni,population,unemployment,country_id
forest,1.0,-0.5063757185332747,0.04367335528192218,0.8247465043300253,0.0908513130845282,0.20297536859457302,-0.35265068065526334,-0.8588168462242007,222.0
forest,1.0,0.6933520691820977,-0.387018056415628,-0.44697346979498537,0.40937299003678107,0.1825812995740145,0.9011413135363129,0.7339389676546216,94.0
forest,1.0,-0.05668813778129918,0.16977912494488398,0.12110102188456258,-0.39840283387924785,-0.2565139755275626,-0.9631993251573646,0.28966960092212185,54.0
forest,1.0,-0.1286947745554058,0.07292700456740775,0.2839386417625472,-0.4180254871699675,-0.49428292704813476,-0.1852244485614107,0.24558229818029464,189.0
forest,1.0,0.2624857642622747,0.15474399710022632,-0.053065327104952764,0.18036713861773246,0.038597547481528695,0.9587898027854889,-0.7543655455956597,146.0
forest,1.0,0.547267259975587,-0.1286118693618256,0.5498221435188391,0.14620184586898644,0.06448531868356815,0.9301621377338622,-0.15931328923235097,95.0
forest,1.0,0.4935991227902583,0.34376420341003266,0.37939628026504113,0.021250273804442794,-0.05311106643415983,0.7782162748306514,0.410530779054075,226.0
forest,1.0,0.2611145082372951,0.7964153519614853,0.014776727118384687,0.0589113052145408,-0.26010972503296126,0.9435420979592855,0.7678866600558152,106.0
forest,1.0,0.24599409155284135,0.38472624685014367,-0.6885451197116095,0.23457274817072904,0.37921082017972396,0.4048698776971052,0.7449036383732245,107.0
forest,1.0,-0.08553403034347201,0.6646034177151252,-0.8828986314901853,-0.16917605400937963,-0.18277592502477114,0.8258665609568301,0.18749846667094008,134.0
forest,1.0,-0.35503045420056845,-0.7112695508394876,0.4680206494186278,-0.3442611869554395,0.08312376940144552,-0.2287950018573792,-0.6951023216940839,170.0
forest,1.0,0.6208935096378118,0.6487450909710498,-0.3028598857178443,0.10533656720300666,0.2425231385361477,-0.09286822167246227,-0.3489102595391893,204.0
forest,,,,,,,,,159.0
forest,1.0,-0.11029507493839903,-0.4753678017771387,-0.4260788404854029,-0.03437034615666321,0.14656809365926304,0.12167473578936869,-0.6362386028267194,172.0
forest,1.0,0.3901733098549476,-0.3788331021813529,-0.5724533985651078,0.10251176601869696,0.2989599288185233,0.40118180791434177,,173.0
forest,1.0,-0.15739193242020488,0.39533413623634855,0.7671403357612929,-0.30404260837478125,-0.3289331948804894,-0.5065662390661808,-0.9346421585794522,21.0
forest,1.0,-0.03803475656881289,0.209935645322414,-0.2807223154304734,0.2588984446642368,-0.007598929276925423,0.2756203434251874,-0.9518371119199137,242.0
forest,1.0,0.1792404167344286,0.1942284407729832,-0.1785328387679748,-0.11611684730522236,-0.11561495791194396,0.15805511855563592,0.6016246639561629,37.0
forest,,,,,,,,,160.0
forest,1.0,-0.14017376806007276,0.2360172066943829,0.43611086988720627,-0.22305806682520243,-0.26110169168922903,-0.17610790619691383,-0.4783081029293174,57.0
forest,1.0,0.14054280275568612,-0.514537111362555,0.6745335822291973,0.07216521534758484,0.004554178758784336,-0.46752701208764624,0.3192450325925626,206.0
forest,1.0,-0.1716310304574485,-0.8169219219315623,0.583828797573277,0.08847841310783905,-0.04828716766058223,-0.4443913044195528,-0.8975219795729471,58.0
forest,1.0,0.26241744633131403,0.14525799739960732,0.05670998098695068,-0.003605471828746797,-0.035822659487601084,0.1472436131056577,0.4570659786846399,135.0
forest,,,,,,,,,174.0
forest,1.0,-0.051927429167769656,-0.6924048575230908,0.5431032913270245,0.2530504689240331,0.15924389457241522,0.556121726105772,-0.11223244239238452,207.0
forest,1.0,-0.2112777015957341,0.5883354057436865,0.2935940959573812,0.15084862443240368,0.17237473009424337,0.6627540893385284,0.5941324313726076,42.0
forest,1.0,-0.7367367468222996,-0.7443797422419005,0.7855462778645058,-0.04973453393976213,-0.15701642426765328,0.05799207420892888,-0.15683383896315825,208.0
forest,1.0,0.1471230095320199,0.23988660649975316,0.19342178201076135,-0.07778793197154235,-0.10861452497350867,0.2481122333641065,0.9198024956073578,147.0
forest,,,,,,,,,4.0
forest,1.0,0.023111965732842906,-0.4657308556797497,0.5396433992718346,-0.15573963955838221,-0.18889691489819624,0.37736217767831853,0.024915168806850505,191.0
forest,1.0,-0.3897994470119518,-0.6727609245182962,0.7991432062161025,0.010985023740894015,0.19618295685337747,0.3217828637710779,0.7608619499552388,217.0
forest,1.0,-0.3340149802668217,0.6926585860494966,0.896928334287121,0.025519046282379727,-0.07443671945329951,-0.6750025521112186,,162.0
forest,1.0,0.33341276739523834,-0.28198566110835527,0.6155731617682124,0.16541970570759934,0.13894443751243105,0.7838573173693884,-0.8021974974390225,119.0
forest,1.0,-0.4582266223926183,-0.43224673515493045,0.20697233146994456,0.17243549481885184,0.23778199811657813,-0.9201711206751836,-0.7612599555937601,136.0
forest,1.0,-0.22974900249272803,0.3464830913971341,0.4887445360999048,-0.3497144123128408,-0.4522776075819139,-0.15033992949470826,0.5970536816531513,59.0
forest,,,,,,,,,244.0
forest,1.0,0.24143292846136755,0.27497642621599094,0.6667453859035454,0.15900800041325402,0.239444914551563,-0.20039265710886361,-0.17778272737337825,85.0
forest,1.0,-0.8050483713204968,0.06911556649369739,0.7887413224610225,-0.3948679196666218,-0.510542848136548,-0.6795553804523257,-0.0654564438127546,5.0
forest,1.0,-0.22969374059499262,-0.7906631969436261,0.06294098669642972,-0.15507539449520283,-0.3243010955996024,-0.2509730157102863,0.7183376209808358,163.0
forest,1.0,0.25050472201958307,0.26468442299639505,0.37169752079261226,-0.11889515756707321,-0.25164873430954904,-0.5401861297358518,-0.2634857996432966,25.0
forest,1.0,0.40103950548523093,-0.37402144287025746,-0.554067234414062,0.14862463538461343,0.1617718699007124,-0.035588768099474546,0.5568756675716103,175.0
forest,1.0,-0.24100492217906241,-0.1015292110508044,0.8344245253659266,0.06341731614894813,0.08263786962930382,-0.03729604989009495,0.4417408632552628,164.0
forest,1.0,-0.6550085639868904,-0.4793497591191461,0.6092140675499642,-0.25269951159104587,-0.36068634142747225,0.7995362767377747,-0.6531532158983299,192.0
forest,1.0,-0.25601461747584847,-0.5081104889588307,0.6687178705092289,-0.37503499568775484,-0.2847673761425643,-0.8885432754815658,0.19285163512490208,116.0
forest,1.0,-0.14265573001919737,-0.6927438856860907,0.21037048741766118,-0.2477966933513421,-0.3368613989790714,-0.7889746986965523,-0.12503736988110295,110.0
forest,,,,,,,,,138.0
forest,,,,,,,,,165.0
forest,1.0,-0.020127325287569754,0.45608812880882693,-0.21647485611018785,0.30567864190562094,0.2574022422818568,-0.7192852404928596,0.5461835417452429,27.0
forest,1.0,0.2064378770771992,0.2949928339840401,-0.041621437872802286,-0.028693363780544243,-0.030968537076682616,0.002575032436399007,0.5964527477532947,28.0
forest,1.0,,0.5264001042747921,,-0.04459145706032277,0.006433784736595865,0.3332444312465783,0.20612408239441005,62.0
forest,1.0,,0.5551843620425968,0.44007170156312153,-0.08937028421147336,-0.07884433529164195,-0.2191723384712645,-0.8089481555074283,29.0
forest,1.0,,0.9603186901036554,-0.936148856910368,0.019168987870526975,-0.16144023430263305,-0.3782289648807262,-0.9192792159998896,194.0
forest,1.0,,,,0.008504849315764961,,0.8036818305409623,,237.0
forest,1.0,,-0.01220843616539354,0.7641580939842483,0.23797665663736575,0.25503482469965233,0.8350716170105502,,61.0
forest,1.0,,-0.20724177365297314,-0.42183063582328995,-0.39329592362693905,-0.45395599968145917,-0.15826196034529272,-0.25468444782858823,149.0
forest,1.0,,0.3130137831069854,0.5950256473069041,-0.18178438796046542,-0.20399492327503024,-0.6531749266193343,-0.8740874613952875,44.0
forest,,,,,,,,,63.0
forest,1.0,,-0.38401649729223436,-0.03010111856387724,-0.1631795189373359,-0.05723079003287539,-0.6462462475215293,-0.8198942449235057,195.0
forest,1.0,,-0.39700869723263904,-0.5091854667218784,0.1322164991081031,0.36594651120810673,0.0837920000959541,-0.46704296708560783,166.0
forest,,,,,,,,,112.0
forest,1.0,,0.16175286897470528,-0.4776164628607134,-0.04551178682722719,-0.020747678041599733,0.2664258218279346,-0.5375159114890085,141.0
forest,1.0,,0.5906263536592253,0.19871175492575893,-0.16344327405149844,-0.1900165731814428,0.9152702691675939,-0.9149527023073658,9.0
forest,1.0,,-0.12098686063217103,0.7553599581974422,-0.033445357983220424,-0.05313394319267218,-0.47318665488667766,,45.0
forest,1.0,,-0.3608073364684147,,-0.08289559320779447,0.12546766477128443,0.8321323159129772,,67.0
forest,1.0,,0.03933050753559093,0.2525190579021436,-0.019467907551465026,0.05015386374829984,-0.10845118494394204,-0.27377487717925486,10.0
forest,1.0,,0.14332034285245918,0.12540639856366176,-0.018820691054540293,-0.030389493701548462,-0.0592881160506442,0.8764484557472586,70.0
forest,1.0,,,-0.2888441177623388,-0.033051598329475934,-0.07406799913642378,-0.1775118882968698,-0.013998639961640035,11.0
forest,1.0,,-0.4066776838365028,0.7810082384618007,-0.07308939410080043,-0.07035433443947517,-0.4929381755255659,0.9333590529036341,12.0
forest,,,,,,,,,182.0
forest,1.0,,-0.2718264797471558,-0.2983385413963052,0.217606687452253,0.4010956628109038,0.47153894341436614,0.7524858614373154,152.0
forest,,,,,,,,,197.0
forest,1.0,,0.7187278443271062,0.35628782627077477,-0.07405627456261561,-0.09550903804595062,-0.7754464444225669,0.55285908202392,50.0
forest,1.0,,0.27478800242731694,0.6184700530073369,0.35677360028896815,0.26085181599549084,-0.2913090845500567,0.28136727069230333,35.0
forest,,,,,,,,,72.0
forest,,,,,,,,,114.0
forest,1.0,,-0.1446302093080508,,-0.15389869608796364,-0.18932350791950145,-0.2806531475430737,0.45662280304638414,229.0
forest,1.0,,0.03685344777720223,,0.0524903636365393,0.05237323037742231,0.36553560895849807,,186.0
forest,1.0,,0.31983797185372886,0.6927680353167465,0.04054360106461054,0.029575716526020385,-0.15030587640971987,0.19790836941304207,230.0
forest,1.0,,0.4558456429698835,0.8267517038685331,-0.4579531626882297,-0.4428147618819217,-0.24149483453425807,-0.493469729789588,157.0
forest,1.0,,0.6386086605594005,-0.787106394368359,-0.16591555406289746,-0.16258194649242158,0.20649003376698272,-0.8751991160401661,51.0
forest,1.0,,0.16366049755238612,,0.21898068913013063,0.23166219373890254,-0.07135098839077597,-0.37967235443539704,213.0
forest,,,,,,,,,215.0
forest,1.0,,0.467626674951983,-0.33329501468820155,-0.13243659404718736,-0.16058241251976252,0.786540482656255,0.874899923613045,15.0
forest,1.0,,-0.19658173584603894,-0.08003712982585426,0.018194160511150734,0.002106830512619115,0.009089439740949652,-0.30025983570160236,144.0
forest,1.0,,0.4848084255927755,0.6224970795508363,0.20656650821659042,0.38145077126874005,-0.10201960429574314,-0.9961506166692973,231.0
forest,1.0,,-0.28008557565088443,-0.07794577028177119,0.17296448131924153,0.29425099573166763,-0.021053725839375367,-0.860737827816284,203.0
forest,1.0,,0.24134253103488099,-0.8022653815231255,0.14723304224935585,0.164911717470645,-0.04261417880554972,-0.9780680440096029,202.0
forest,1.0,,-0.8840137475194654,,-0.07423547220994925,-0.7057513682404302,0.11108729655491342,0.9762995579384284,234.0
forest,1.0,,0.01880578736642912,,-0.2003582776306279,-0.31944029147896325,-0.6169583623290072,-0.8156268806977841,225.0
forest,1.0,,0.5359939902869695,0.09805984243576239,-0.05367894896827199,-0.06543680327862399,-0.6906525717864426,-0.6663714535118511,55.0
forest,1.0,,-0.5429306962868345,0.7188594050751191,-0.0834910724924412,-0.06951923159582175,0.17577463065889534,-0.8705656466107781,233.0
forest,1.0,,0.46456701793247257,0.6256841128480147,0.07843597138363456,-0.11842601171206037,-0.43867102402618147,0.971802664594337,158.0
forest,1.0,,0.48616658194707274,0.23649234444758443,-0.1640232774867943,-0.12072431311992367,0.011782560722680463,-0.32526535947069624,235.0
forest,1.0,,-0.03522344856261968,,0.13942295727199652,0.13882692149238776,-0.5717814954754492,-0.3874437191431773,78.0
forest,1.0,,,,-0.03374288743008497,-0.27447919976256985,-0.07878461315518291,0.9091898432175769,239.0
forest,1.0,,0.7444125611395292,0.23020698851102592,0.0687866350102147,0.07472884438277672,0.5017682883317007,0.8638436497518671,227.0
forest,,,,,,,,,205.0
forest,1.0,,,0.66872882043371,-0.17460443517091262,-0.23245540387889763,-0.4392927898819492,0.6568439840871535,23.0
forest,1.0,,-0.2512923744895382,0.7490820671620056,0.1058810703133109,0.09655181424688963,0.2040782795975027,-0.6071725054044991,24.0
forest,1.0,,0.39029053035084305,-0.9653856399366803,0.049613193128681794,0.05621052340094459,0.26555608534902536,0.33055483295299615,109.0
forest,,,,,,,,,22.0
forest,,,,,,,,,86.0
forest,1.0,,0.22041348166809752,0.5814863963104674,0.10064127065020839,0.06929832349313923,0.542743694987175,-0.9783297645159004,32.0
forest,1.0,,0.7910459471598317,0.5294812642171496,-0.027957779419426135,-0.11050577142077317,-0.30067098933429753,-0.3574084256064307,120.0
forest,1.0,,-0.005496739398465812,-0.5766987318270708,-0.12401465463637718,-0.06416439736307364,0.14016098845881705,,137.0
forest,1.0,,0.702540042598328,0.9266960290901417,0.0902815398026621,0.16842246418730816,-0.1019803116629121,0.738342739998058,245.0
forest,1.0,,0.08015211417041757,0.7703935272876435,0.0790799664661514,0.15289584102068363,-0.5074938160840737,-0.26428967023055006,121.0
forest,1.0,,-0.03705156982199838,,0.031448966012552766,-0.04592959756491748,-0.6265233201317694,0.032139998455962014,66.0
forest,1.0,,-0.630173107772119,-0.21160058236729842,0.0020630346630627788,0.1504367347738631,-0.4272353597529241,0.3512726440522526,228.0
forest,,,,,,,,,34.0
forest,,,,,,,,,238.0
forest,,,,,,,,,80.0
forest,,,,,,,,,127.0
forest,,,,,,,,,81.0
forest,,,,,,,,,171.0
forest,,,,,,,,,240.0
forest,,,,,,,,,124.0
forest,,,,,,,,,161.0
forest,,,,,,,,,26.0
forest,,,,,,,,,83.0
forest,,,,,,,,,87.0
